Zip,City,State,Region,District,Country
20861,"Ashton, MD, USA",MD,East,District #05,USA
20862,"Brinklow, MD, USA",MD,East,District #05,USA
20866,"Burtonsville, MD, USA",MD,East,District #05,USA
20868,"Spencerville, MD, USA",MD,East,District #05,USA
20871,"Clarksburg, MD, USA",MD,East,District #05,USA
20872,"Damascus, MD, USA",MD,East,District #05,USA
20874,"Germantown, MD, USA",MD,East,District #05,USA
20875,"Germantown, MD, USA",MD,East,District #05,USA
20876,"Germantown, MD, USA",MD,East,District #05,USA
20877,"Gaithersburg, MD, USA",MD,East,District #05,USA
20878,"Gaithersburg, MD, USA",MD,East,District #05,USA
20879,"Gaithersburg, MD, USA",MD,East,District #05,USA
20880,"Washington Grove, MD, USA",MD,East,District #05,USA
20882,"Gaithersburg, MD, USA",MD,East,District #05,USA
20883,"Gaithersburg, MD, USA",MD,East,District #05,USA
20884,"Gaithersburg, MD, USA",MD,East,District #05,USA
20885,"Gaithersburg, MD, USA",MD,East,District #05,USA
20886,"Montgomery Village, MD, USA",MD,East,District #05,USA
20889,"Bethesda, MD, USA",MD,East,District #05,USA
20891,"Kensington, MD, USA",MD,East,District #05,USA
20892,"Bethesda, MD, USA",MD,East,District #05,USA
20894,"Bethesda, MD, USA",MD,East,District #05,USA
20895,"Kensington, MD, USA",MD,East,District #05,USA
20896,"Garrett Park, MD, USA",MD,East,District #05,USA
20897,"Suburb Maryland Fac, MD, USA",MD,East,District #05,USA
20898,"Gaithersburg, MD, USA",MD,East,District #05,USA
20899,"Gaithersburg, MD, USA",MD,East,District #05,USA
20901,"Silver Spring, MD, USA",MD,East,District #05,USA
20902,"Silver Spring, MD, USA",MD,East,District #05,USA
20903,"Silver Spring, MD, USA",MD,East,District #05,USA
20904,"Silver Spring, MD, USA",MD,East,District #05,USA
20905,"Silver Spring, MD, USA",MD,East,District #05,USA
20906,"Silver Spring, MD, USA",MD,East,District #05,USA
20907,"Silver Spring, MD, USA",MD,East,District #05,USA
20908,"Silver Spring, MD, USA",MD,East,District #05,USA
20910,"Silver Spring, MD, USA",MD,East,District #05,USA
20911,"Silver Spring, MD, USA",MD,East,District #05,USA
20912,"Takoma Park, MD, USA",MD,East,District #05,USA
20913,"Takoma Park, MD, USA",MD,East,District #05,USA
20914,"Silver Spring, MD, USA",MD,East,District #05,USA
20915,"Silver Spring, MD, USA",MD,East,District #05,USA
20916,"Silver Spring, MD, USA",MD,East,District #05,USA
20918,"Silver Spring, MD, USA",MD,East,District #05,USA
20993,"Silver Spring, MD, USA",MD,East,District #05,USA
20997,"Silver Spring, MD, USA",MD,East,District #05,USA
21001,"Aberdeen, MD, USA",MD,East,District #05,USA
21005,"Aberdeen Proving Ground, MD, USA",MD,East,District #05,USA
21009,"Abingdon, MD, USA",MD,East,District #05,USA
21010,"Gunpowder, MD, USA",MD,East,District #05,USA
21012,"Arnold, MD, USA",MD,East,District #05,USA
21013,"Baldwin, MD, USA",MD,East,District #05,USA
21014,"Bel Air, MD, USA",MD,East,District #05,USA
21015,"Bel Air, MD, USA",MD,East,District #05,USA
21017,"Belcamp, MD, USA",MD,East,District #05,USA
21018,"Benson, MD, USA",MD,East,District #05,USA
21020,"Boring, MD, USA",MD,East,District #05,USA
21022,"Brooklandville, MD, USA",MD,East,District #05,USA
21023,"Butler, MD, USA",MD,East,District #05,USA
21027,"Chase, MD, USA",MD,East,District #05,USA
21028,"Churchville, MD, USA",MD,East,District #05,USA
21029,"Clarksville, MD, USA",MD,East,District #05,USA
21030,"Cockeysville, MD, USA",MD,East,District #05,USA
21031,"Hunt Valley, MD, USA",MD,East,District #05,USA
21032,"Crownsville, MD, USA",MD,East,District #05,USA
21034,"Darlington, MD, USA",MD,East,District #05,USA
21035,"Davidsonville, MD, USA",MD,East,District #05,USA
21036,"Dayton, MD, USA",MD,East,District #05,USA
21037,"Edgewater, MD, USA",MD,East,District #05,USA
21040,"Edgewood, MD, USA",MD,East,District #05,USA
21041,"Ellicott City, MD, USA",MD,East,District #05,USA
21042,"Ellicott City, MD, USA",MD,East,District #05,USA
21043,"Ellicott City, MD, USA",MD,East,District #05,USA
21044,"Columbia, MD, USA",MD,East,District #05,USA
21045,"Columbia, MD, USA",MD,East,District #05,USA
21046,"Columbia, MD, USA",MD,East,District #05,USA
21047,"Fallston, MD, USA",MD,East,District #05,USA
21048,"Finksburg, MD, USA",MD,East,District #05,USA
21050,"Forest Hill, MD, USA",MD,East,District #05,USA
21051,"Fork, MD, USA",MD,East,District #05,USA
21052,"Fort Howard, MD, USA",MD,East,District #05,USA
21053,"Freeland, MD, USA",MD,East,District #05,USA
21054,"Gambrills, MD, USA",MD,East,District #05,USA
21056,"Gibson Island, MD, USA",MD,East,District #05,USA
21057,"Glen Arm, MD, USA",MD,East,District #05,USA
21060,"Glen Burnie, MD, USA",MD,East,District #05,USA
21061,"Glen Burnie, MD, USA",MD,East,District #05,USA
21062,"Glen Burnie, MD, USA",MD,East,District #05,USA
21065,"Hunt Valley, MD, USA",MD,East,District #05,USA
21071,"Glyndon, MD, USA",MD,East,District #05,USA
21074,"Hampstead, MD, USA",MD,East,District #05,USA
21075,"Elkridge, MD, USA",MD,East,District #05,USA
21076,"Hanover, MD, USA",MD,East,District #05,USA
21077,"Harmans, MD, USA",MD,East,District #05,USA
21078,"Havre De Grace, MD, USA",MD,East,District #05,USA
21082,"Hydes, MD, USA",MD,East,District #05,USA
21084,"Jarrettsville, MD, USA",MD,East,District #05,USA
21085,"Joppa, MD, USA",MD,East,District #05,USA
21087,"Kingsville, MD, USA",MD,East,District #05,USA
21088,"Lineboro, MD, USA",MD,East,District #05,USA
21090,"Linthicum Heights, MD, USA",MD,East,District #05,USA
21092,"Long Green, MD, USA",MD,East,District #05,USA
21093,"Lutherville Timonium, MD, USA",MD,East,District #05,USA
21094,"Lutherville Timonium, MD, USA",MD,East,District #05,USA
21102,"Manchester, MD, USA",MD,East,District #05,USA
21104,"Marriottsville, MD, USA",MD,East,District #05,USA
21105,"Maryland Line, MD, USA",MD,East,District #05,USA
21106,"Mayo, MD, USA",MD,East,District #05,USA
21108,"Millersville, MD, USA",MD,East,District #05,USA
21111,"Monkton, MD, USA",MD,East,District #05,USA
21113,"Odenton, MD, USA",MD,East,District #05,USA
21114,"Crofton, MD, USA",MD,East,District #05,USA
21117,"Owings Mills, MD, USA",MD,East,District #05,USA
21120,"Parkton, MD, USA",MD,East,District #05,USA
21122,"Pasadena, MD, USA",MD,East,District #05,USA
21123,"Pasadena, MD, USA",MD,East,District #05,USA
21128,"Perry Hall, MD, USA",MD,East,District #05,USA
21130,"Perryman, MD, USA",MD,East,District #05,USA
21131,"Phoenix, MD, USA",MD,East,District #05,USA
21132,"Pylesville, MD, USA",MD,East,District #05,USA
21133,"Randallstown, MD, USA",MD,East,District #05,USA
21136,"Reisterstown, MD, USA",MD,East,District #05,USA
21139,"Riderwood, MD, USA",MD,East,District #05,USA
21140,"Riva, MD, USA",MD,East,District #05,USA
21144,"Severn, MD, USA",MD,East,District #05,USA
21146,"Severna Park, MD, USA",MD,East,District #05,USA
21150,"Simpsonville, MD, USA",MD,East,District #05,USA
21152,"Sparks Glencoe, MD, USA",MD,East,District #05,USA
21153,"Stevenson, MD, USA",MD,East,District #05,USA
21154,"Street, MD, USA",MD,East,District #05,USA
21155,"Upperco, MD, USA",MD,East,District #05,USA
21156,"Upper Falls, MD, USA",MD,East,District #05,USA
21157,"Westminster, MD, USA",MD,East,District #05,USA
21158,"Westminster, MD, USA",MD,East,District #05,USA
21160,"Whiteford, MD, USA",MD,East,District #05,USA
21161,"White Hall, MD, USA",MD,East,District #05,USA
21162,"White Marsh, MD, USA",MD,East,District #05,USA
21163,"Woodstock, MD, USA",MD,East,District #05,USA
21201,"Baltimore, MD, USA",MD,East,District #05,USA
21202,"Baltimore, MD, USA",MD,East,District #05,USA
21203,"Baltimore, MD, USA",MD,East,District #05,USA
21204,"Towson, MD, USA",MD,East,District #05,USA
21205,"Baltimore, MD, USA",MD,East,District #05,USA
21206,"Baltimore, MD, USA",MD,East,District #05,USA
21207,"Gwynn Oak, MD, USA",MD,East,District #05,USA
21208,"Pikesville, MD, USA",MD,East,District #05,USA
21209,"Baltimore, MD, USA",MD,East,District #05,USA
21210,"Baltimore, MD, USA",MD,East,District #05,USA
21211,"Baltimore, MD, USA",MD,East,District #05,USA
21212,"Baltimore, MD, USA",MD,East,District #05,USA
21213,"Baltimore, MD, USA",MD,East,District #05,USA
21214,"Baltimore, MD, USA",MD,East,District #05,USA
21215,"Baltimore, MD, USA",MD,East,District #05,USA
21216,"Baltimore, MD, USA",MD,East,District #05,USA
21217,"Baltimore, MD, USA",MD,East,District #05,USA
21218,"Baltimore, MD, USA",MD,East,District #05,USA
21219,"Sparrows Point, MD, USA",MD,East,District #05,USA
21220,"Middle River, MD, USA",MD,East,District #05,USA
21221,"Essex, MD, USA",MD,East,District #05,USA
21222,"Dundalk, MD, USA",MD,East,District #05,USA
21223,"Baltimore, MD, USA",MD,East,District #05,USA
21224,"Baltimore, MD, USA",MD,East,District #05,USA
21225,"Brooklyn, MD, USA",MD,East,District #05,USA
21226,"Curtis Bay, MD, USA",MD,East,District #05,USA
21227,"Halethorpe, MD, USA",MD,East,District #05,USA
21228,"Catonsville, MD, USA",MD,East,District #05,USA
21229,"Baltimore, MD, USA",MD,East,District #05,USA
21230,"Baltimore, MD, USA",MD,East,District #05,USA
21231,"Baltimore, MD, USA",MD,East,District #05,USA
21233,"Baltimore, MD, USA",MD,East,District #05,USA
21234,"Parkville, MD, USA",MD,East,District #05,USA
21235,"Baltimore, MD, USA",MD,East,District #05,USA
21236,"Nottingham, MD, USA",MD,East,District #05,USA
21237,"Rosedale, MD, USA",MD,East,District #05,USA
21239,"Baltimore, MD, USA",MD,East,District #05,USA
21240,"Baltimore, MD, USA",MD,East,District #05,USA
21241,"Baltimore, MD, USA",MD,East,District #05,USA
21244,"Windsor Mill, MD, USA",MD,East,District #05,USA
21250,"Baltimore, MD, USA",MD,East,District #05,USA
21251,"Baltimore, MD, USA",MD,East,District #05,USA
21252,"Towson, MD, USA",MD,East,District #05,USA
21263,"Baltimore, MD, USA",MD,East,District #05,USA
21264,"Baltimore, MD, USA",MD,East,District #05,USA
21270,"Baltimore, MD, USA",MD,East,District #05,USA
21273,"Baltimore, MD, USA",MD,East,District #05,USA
21275,"Baltimore, MD, USA",MD,East,District #05,USA
21278,"Baltimore, MD, USA",MD,East,District #05,USA
21279,"Baltimore, MD, USA",MD,East,District #05,USA
21280,"Baltimore, MD, USA",MD,East,District #05,USA
21281,"Baltimore, MD, USA",MD,East,District #05,USA
21282,"Pikesville, MD, USA",MD,East,District #05,USA
21284,"Towson, MD, USA",MD,East,District #05,USA
21285,"Towson, MD, USA",MD,East,District #05,USA
21286,"Towson, MD, USA",MD,East,District #05,USA
21287,"Baltimore, MD, USA",MD,East,District #05,USA
21288,"Baltimore, MD, USA",MD,East,District #05,USA
21289,"Baltimore, MD, USA",MD,East,District #05,USA
21290,"Baltimore, MD, USA",MD,East,District #05,USA
21297,"Baltimore, MD, USA",MD,East,District #05,USA
21298,"Baltimore, MD, USA",MD,East,District #05,USA
21401,"Annapolis, MD, USA",MD,East,District #05,USA
21402,"Annapolis, MD, USA",MD,East,District #05,USA
21403,"Annapolis, MD, USA",MD,East,District #05,USA
21404,"Annapolis, MD, USA",MD,East,District #05,USA
21405,"Annapolis, MD, USA",MD,East,District #05,USA
21409,"Annapolis, MD, USA",MD,East,District #05,USA
21411,"Annapolis, MD, USA",MD,East,District #05,USA
21412,"Annapolis, MD, USA",MD,East,District #05,USA
21501,"Cumberland, MD, USA",MD,East,District #13,USA
21502,"Cumberland, MD, USA",MD,East,District #13,USA
21503,"Cumberland, MD, USA",MD,East,District #13,USA
21504,"Cumberland, MD, USA",MD,East,District #13,USA
21505,"Cumberland, MD, USA",MD,East,District #13,USA
21520,"Accident, MD, USA",MD,East,District #13,USA
21521,"Barton, MD, USA",MD,East,District #13,USA
21522,"Bittinger, MD, USA",MD,East,District #13,USA
21523,"Bloomington, MD, USA",MD,East,District #13,USA
21524,"Corriganville, MD, USA",MD,East,District #13,USA
21528,"Eckhart Mines, MD, USA",MD,East,District #13,USA
21529,"Ellerslie, MD, USA",MD,East,District #13,USA
21530,"Flintstone, MD, USA",MD,East,District #13,USA
21531,"Friendsville, MD, USA",MD,East,District #13,USA
21532,"Frostburg, MD, USA",MD,East,District #13,USA
21536,"Grantsville, MD, USA",MD,East,District #13,USA
21538,"Kitzmiller, MD, USA",MD,East,District #13,USA
21539,"Lonaconing, MD, USA",MD,East,District #13,USA
21540,"Luke, MD, USA",MD,East,District #13,USA
21541,"Mc Henry, MD, USA",MD,East,District #13,USA
21542,"Midland, MD, USA",MD,East,District #13,USA
21543,"Midlothian, MD, USA",MD,East,District #13,USA
21545,"Mount Savage, MD, USA",MD,East,District #13,USA
21550,"Oakland, MD, USA",MD,East,District #13,USA
21555,"Oldtown, MD, USA",MD,East,District #07,USA
21556,"Pinto, MD, USA",MD,East,District #13,USA
21557,"Rawlings, MD, USA",MD,East,District #13,USA
21560,"Spring Gap, MD, USA",MD,East,District #13,USA
21561,"Swanton, MD, USA",MD,East,District #13,USA
21562,"Westernport, MD, USA",MD,East,District #13,USA
21601,"Easton, MD, USA",MD,East,District #05,USA
21607,"Barclay, MD, USA",MD,East,District #05,USA
21609,"Bethlehem, MD, USA",MD,East,District #05,USA
21610,"Betterton, MD, USA",MD,East,District #04,USA
21612,"Bozman, MD, USA",MD,East,District #05,USA
21613,"Cambridge, MD, USA",MD,East,District #05,USA
21617,"Centreville, MD, USA",MD,East,District #05,USA
21619,"Chester, MD, USA",MD,East,District #05,USA
21620,"Chestertown, MD, USA",MD,East,District #05,USA
21622,"Church Creek, MD, USA",MD,East,District #05,USA
21623,"Church Hill, MD, USA",MD,East,District #05,USA
21624,"Claiborne, MD, USA",MD,East,District #05,USA
21625,"Cordova, MD, USA",MD,East,District #05,USA
21626,"Crapo, MD, USA",MD,East,District #05,USA
21627,"Crocheron, MD, USA",MD,East,District #05,USA
21628,"Crumpton, MD, USA",MD,East,District #04,USA
21629,"Denton, MD, USA",MD,East,District #05,USA
21631,"East New Market, MD, USA",MD,East,District #05,USA
21632,"Federalsburg, MD, USA",MD,East,District #05,USA
21634,"Fishing Creek, MD, USA",MD,East,District #05,USA
21635,"Galena, MD, USA",MD,East,District #04,USA
21636,"Goldsboro, MD, USA",MD,East,District #05,USA
21638,"Grasonville, MD, USA",MD,East,District #05,USA
21639,"Greensboro, MD, USA",MD,East,District #05,USA
21640,"Henderson, MD, USA",MD,East,District #05,USA
21641,"Hillsboro, MD, USA",MD,East,District #05,USA
21643,"Hurlock, MD, USA",MD,East,District #05,USA
21644,"Ingleside, MD, USA",MD,East,District #05,USA
21645,"Kennedyville, MD, USA",MD,East,District #04,USA
21647,"Mcdaniel, MD, USA",MD,East,District #05,USA
21648,"Madison, MD, USA",MD,East,District #05,USA
21649,"Marydel, MD, USA",MD,East,District #04,USA
21650,"Massey, MD, USA",MD,East,District #04,USA
21651,"Millington, MD, USA",MD,East,District #04,USA
21652,"Neavitt, MD, USA",MD,East,District #05,USA
21653,"Newcomb, MD, USA",MD,East,District #05,USA
21654,"Oxford, MD, USA",MD,East,District #05,USA
21655,"Preston, MD, USA",MD,East,District #05,USA
21656,"Price, MD, USA",MD,East,District #05,USA
21657,"Queen Anne, MD, USA",MD,East,District #05,USA
21658,"Queenstown, MD, USA",MD,East,District #05,USA
21659,"Rhodesdale, MD, USA",MD,East,District #05,USA
21660,"Ridgely, MD, USA",MD,East,District #05,USA
21661,"Rock Hall, MD, USA",MD,East,District #05,USA
21662,"Royal Oak, MD, USA",MD,East,District #05,USA
21663,"Saint Michaels, MD, USA",MD,East,District #05,USA
21664,"Secretary, MD, USA",MD,East,District #05,USA
21665,"Sherwood, MD, USA",MD,East,District #05,USA
21666,"Stevensville, MD, USA",MD,East,District #05,USA
21667,"Still Pond, MD, USA",MD,East,District #04,USA
21668,"Sudlersville, MD, USA",MD,East,District #04,USA
21669,"Taylors Island, MD, USA",MD,East,District #05,USA
21670,"Templeville, MD, USA",MD,East,District #04,USA
21671,"Tilghman, MD, USA",MD,East,District #05,USA
21672,"Toddville, MD, USA",MD,East,District #05,USA
21673,"Trappe, MD, USA",MD,East,District #05,USA
21675,"Wingate, MD, USA",MD,East,District #05,USA
21676,"Wittman, MD, USA",MD,East,District #05,USA
21677,"Woolford, MD, USA",MD,East,District #05,USA
21678,"Worton, MD, USA",MD,East,District #04,USA
21679,"Wye Mills, MD, USA",MD,East,District #05,USA
21690,"Chestertown, MD, USA",MD,East,District #05,USA
21701,"Frederick, MD, USA",MD,East,District #05,USA
21702,"Frederick, MD, USA",MD,East,District #05,USA
21703,"Frederick, MD, USA",MD,East,District #05,USA
21704,"Frederick, MD, USA",MD,East,District #05,USA
21705,"Frederick, MD, USA",MD,East,District #05,USA
21709,"Frederick, MD, USA",MD,East,District #05,USA
21710,"Adamstown, MD, USA",MD,East,District #05,USA
21711,"Big Pool, MD, USA",MD,East,District #05,USA
21713,"Boonsboro, MD, USA",MD,East,District #05,USA
21714,"Braddock Heights, MD, USA",MD,East,District #05,USA
21715,"Brownsville, MD, USA",MD,East,District #05,USA
21716,"Brunswick, MD, USA",MD,East,District #05,USA
21717,"Buckeystown, MD, USA",MD,East,District #05,USA
21718,"Burkittsville, MD, USA",MD,East,District #05,USA
21719,"Cascade, MD, USA",MD,East,District #05,USA
21720,"Cavetown, MD, USA",MD,East,District #05,USA
21721,"Chewsville, MD, USA",MD,East,District #05,USA
21722,"Clear Spring, MD, USA",MD,East,District #05,USA
21723,"Cooksville, MD, USA",MD,East,District #05,USA
21727,"Emmitsburg, MD, USA",MD,East,District #05,USA
21733,"Fairplay, MD, USA",MD,East,District #05,USA
21734,"Funkstown, MD, USA",MD,East,District #05,USA
21737,"Glenelg, MD, USA",MD,East,District #05,USA
21738,"Glenwood, MD, USA",MD,East,District #05,USA
21740,"Hagerstown, MD, USA",MD,East,District #05,USA
21741,"Hagerstown, MD, USA",MD,East,District #05,USA
21742,"Hagerstown, MD, USA",MD,East,District #05,USA
21746,"Hagerstown, MD, USA",MD,East,District #05,USA
21747,"Hagerstown, MD, USA",MD,East,District #05,USA
21749,"Hagerstown, MD, USA",MD,East,District #05,USA
21750,"Hancock, MD, USA",MD,East,District #05,USA
21754,"Ijamsville, MD, USA",MD,East,District #05,USA
21755,"Jefferson, MD, USA",MD,East,District #05,USA
21756,"Keedysville, MD, USA",MD,East,District #05,USA
21757,"Keymar, MD, USA",MD,East,District #05,USA
21758,"Knoxville, MD, USA",MD,East,District #05,USA
21759,"Ladiesburg, MD, USA",MD,East,District #05,USA
21762,"Libertytown, MD, USA",MD,East,District #05,USA
21765,"Lisbon, MD, USA",MD,East,District #05,USA
21766,"Little Orleans, MD, USA",MD,East,District #07,USA
21767,"Maugansville, MD, USA",MD,East,District #05,USA
21769,"Middletown, MD, USA",MD,East,District #05,USA
21770,"Monrovia, MD, USA",MD,East,District #05,USA
21771,"Mount Airy, MD, USA",MD,East,District #05,USA
21773,"Myersville, MD, USA",MD,East,District #05,USA
21774,"New Market, MD, USA",MD,East,District #05,USA
21775,"New Midway, MD, USA",MD,East,District #05,USA
21776,"New Windsor, MD, USA",MD,East,District #05,USA
21777,"Point of Rocks, MD, USA",MD,East,District #05,USA
21778,"Rocky Ridge, MD, USA",MD,East,District #05,USA
21779,"Rohrersville, MD, USA",MD,East,District #05,USA
21780,"Sabillasville, MD, USA",MD,East,District #05,USA
21781,"Saint James, MD, USA",MD,East,District #05,USA
21782,"Sharpsburg, MD, USA",MD,East,District #05,USA
21783,"Smithsburg, MD, USA",MD,East,District #05,USA
21784,"Sykesville, MD, USA",MD,East,District #05,USA
21787,"Taneytown, MD, USA",MD,East,District #05,USA
21788,"Thurmont, MD, USA",MD,East,District #05,USA
21790,"Tuscarora, MD, USA",MD,East,District #05,USA
21791,"Union Bridge, MD, USA",MD,East,District #05,USA
21792,"Unionville, MD, USA",MD,East,District #05,USA
21793,"Walkersville, MD, USA",MD,East,District #05,USA
21794,"West Friendship, MD, USA",MD,East,District #05,USA
21795,"Williamsport, MD, USA",MD,East,District #05,USA
21797,"Woodbine, MD, USA",MD,East,District #05,USA
21798,"Woodsboro, MD, USA",MD,East,District #05,USA
21801,"Salisbury, MD, USA",MD,East,District #05,USA
21802,"Salisbury, MD, USA",MD,East,District #05,USA
21803,"Salisbury, MD, USA",MD,East,District #05,USA
21804,"Salisbury, MD, USA",MD,East,District #05,USA
21810,"Allen, MD, USA",MD,East,District #05,USA
21811,"Berlin, MD, USA",MD,East,District #05,USA
21813,"Bishopville, MD, USA",MD,East,District #05,USA
21814,"Bivalve, MD, USA",MD,East,District #05,USA
21817,"Crisfield, MD, USA",MD,East,District #05,USA
21821,"Deal Island, MD, USA",MD,East,District #05,USA
21822,"Eden, MD, USA",MD,East,District #05,USA
21824,"Ewell, MD, USA",MD,East,District #05,USA
21826,"Fruitland, MD, USA",MD,East,District #05,USA
21829,"Girdletree, MD, USA",MD,East,District #05,USA
21830,"Hebron, MD, USA",MD,East,District #05,USA
21835,"Linkwood, MD, USA",MD,East,District #05,USA
21836,"Manokin, MD, USA",MD,East,District #05,USA
21837,"Mardela Springs, MD, USA",MD,East,District #05,USA
21838,"Marion Station, MD, USA",MD,East,District #05,USA
21840,"Nanticoke, MD, USA",MD,East,District #05,USA
21841,"Newark, MD, USA",MD,East,District #05,USA
21842,"Ocean City, MD, USA",MD,East,District #05,USA
21843,"Ocean City, MD, USA",MD,East,District #05,USA
21849,"Parsonsburg, MD, USA",MD,East,District #05,USA
21850,"Pittsville, MD, USA",MD,East,District #05,USA
21851,"Pocomoke City, MD, USA",MD,East,District #05,USA
21852,"Powellville, MD, USA",MD,East,District #05,USA
21853,"Princess Anne, MD, USA",MD,East,District #05,USA
21856,"Quantico, MD, USA",MD,East,District #05,USA
21857,"Rehobeth, MD, USA",MD,East,District #05,USA
21861,"Sharptown, MD, USA",MD,East,District #05,USA
21862,"Showell, MD, USA",MD,East,District #05,USA
21863,"Snow Hill, MD, USA",MD,East,District #05,USA
21864,"Stockton, MD, USA",MD,East,District #05,USA
21865,"Tyaskin, MD, USA",MD,East,District #05,USA
21866,"Tylerton, MD, USA",MD,East,District #05,USA
21867,"Upper Fairmount, MD, USA",MD,East,District #05,USA
21869,"Vienna, MD, USA",MD,East,District #05,USA
21871,"Westover, MD, USA",MD,East,District #05,USA
21872,"Whaleyville, MD, USA",MD,East,District #05,USA
21874,"Willards, MD, USA",MD,East,District #05,USA
21875,"Delmar, MD, USA",MD,East,District #05,USA
21890,"Westover, MD, USA",MD,East,District #05,USA
21901,"North East, MD, USA",MD,East,District #05,USA
21902,"Perry Point, MD, USA",MD,East,District #05,USA
21903,"Perryville, MD, USA",MD,East,District #05,USA
21904,"Port Deposit, MD, USA",MD,East,District #05,USA
21911,"Rising Sun, MD, USA",MD,East,District #05,USA
21912,"Warwick, MD, USA",MD,East,District #04,USA
21913,"Cecilton, MD, USA",MD,East,District #04,USA
21914,"Charlestown, MD, USA",MD,East,District #05,USA
21915,"Chesapeake City, MD, USA",MD,East,District #04,USA
21916,"Childs, MD, USA",MD,East,District #04,USA
21917,"Colora, MD, USA",MD,East,District #05,USA
21918,"Conowingo, MD, USA",MD,East,District #05,USA
21919,"Earleville, MD, USA",MD,East,District #04,USA
21920,"Elk Mills, MD, USA",MD,East,District #04,USA
21921,"Elkton, MD, USA",MD,East,District #04,USA
21922,"Elkton, MD, USA",MD,East,District #04,USA
21930,"Georgetown, MD, USA",MD,East,District #04,USA
22003,"Annandale, VA, USA",VA,East,District #07,USA
22009,"Burke, VA, USA",VA,East,District #07,USA
22015,"Burke, VA, USA",VA,East,District #07,USA
22025,"Dumfries, VA, USA",VA,East,District #07,USA
22026,"Dumfries, VA, USA",VA,East,District #07,USA
22027,"Dunn Loring, VA, USA",VA,East,District #07,USA
22030,"Fairfax, VA, USA",VA,East,District #07,USA
22031,"Fairfax, VA, USA",VA,East,District #07,USA
22032,"Fairfax, VA, USA",VA,East,District #07,USA
22033,"Fairfax, VA, USA",VA,East,District #07,USA
22034,"Fairfax, VA, USA",VA,East,District #07,USA
22035,"Fairfax, VA, USA",VA,East,District #07,USA
22036,"Fairfax, VA, USA",VA,East,District #07,USA
22037,"Fairfax, VA, USA",VA,East,District #07,USA
22038,"Fairfax, VA, USA",VA,East,District #07,USA
22039,"Fairfax Station, VA, USA",VA,East,District #07,USA
22040,"Falls Church, VA, USA",VA,East,District #07,USA
22041,"Falls Church, VA, USA",VA,East,District #07,USA
22042,"Falls Church, VA, USA",VA,East,District #07,USA
22043,"Falls Church, VA, USA",VA,East,District #07,USA
22044,"Falls Church, VA, USA",VA,East,District #07,USA
22046,"Falls Church, VA, USA",VA,East,District #07,USA
22060,"Fort Belvoir, VA, USA",VA,East,District #07,USA
22066,"Great Falls, VA, USA",VA,East,District #07,USA
22067,"Greenway, VA, USA",VA,East,District #07,USA
22079,"Lorton, VA, USA",VA,East,District #07,USA
22081,"Merrifield, VA, USA",VA,East,District #07,USA
22082,"Merrifield, VA, USA",VA,East,District #07,USA
22095,"Herndon, VA, USA",VA,East,District #07,USA
22096,"Reston, VA, USA",VA,East,District #07,USA
22101,"Mc Lean, VA, USA",VA,East,District #07,USA
22102,"Mc Lean, VA, USA",VA,East,District #07,USA
22103,"West Mclean, VA, USA",VA,East,District #07,USA
22106,"Mc Lean, VA, USA",VA,East,District #07,USA
22107,"Mc Lean, VA, USA",VA,East,District #07,USA
22108,"Mc Lean, VA, USA",VA,East,District #07,USA
22109,"Mc Lean, VA, USA",VA,East,District #07,USA
22116,"Merrifield, VA, USA",VA,East,District #07,USA
22118,"Merrifield, VA, USA",VA,East,District #07,USA
22119,"Merrifield, VA, USA",VA,East,District #07,USA
22121,"Mount Vernon, VA, USA",VA,East,District #07,USA
22122,"Newington, VA, USA",VA,East,District #07,USA
22124,"Oakton, VA, USA",VA,East,District #07,USA
22125,"Occoquan, VA, USA",VA,East,District #07,USA
22134,"Quantico, VA, USA",VA,East,District #07,USA
22135,"Quantico, VA, USA",VA,East,District #07,USA
22150,"Springfield, VA, USA",VA,East,District #07,USA
22151,"Springfield, VA, USA",VA,East,District #07,USA
22152,"Springfield, VA, USA",VA,East,District #07,USA
22153,"Springfield, VA, USA",VA,East,District #07,USA
22156,"Springfield, VA, USA",VA,East,District #07,USA
22158,"Springfield, VA, USA",VA,East,District #07,USA
22159,"Springfield, VA, USA",VA,East,District #07,USA
22160,"Springfield, VA, USA",VA,East,District #07,USA
22161,"Springfield, VA, USA",VA,East,District #07,USA
22172,"Triangle, VA, USA",VA,East,District #07,USA
22180,"Vienna, VA, USA",VA,East,District #07,USA
22181,"Vienna, VA, USA",VA,East,District #07,USA
22182,"Vienna, VA, USA",VA,East,District #07,USA
22183,"Vienna, VA, USA",VA,East,District #07,USA
22185,"Vienna, VA, USA",VA,East,District #07,USA
22191,"Woodbridge, VA, USA",VA,East,District #07,USA
22192,"Woodbridge, VA, USA",VA,East,District #07,USA
22193,"Woodbridge, VA, USA",VA,East,District #07,USA
22194,"Woodbridge, VA, USA",VA,East,District #07,USA
22195,"Woodbridge, VA, USA",VA,East,District #07,USA
22199,"Lorton, VA, USA",VA,East,District #07,USA
22201,"Arlington, VA, USA",VA,East,District #07,USA
22202,"Arlington, VA, USA",VA,East,District #07,USA
22203,"Arlington, VA, USA",VA,East,District #07,USA
22204,"Arlington, VA, USA",VA,East,District #07,USA
22205,"Arlington, VA, USA",VA,East,District #07,USA
22206,"Arlington, VA, USA",VA,East,District #07,USA
22207,"Arlington, VA, USA",VA,East,District #07,USA
